212762;655679;2571
212763;656342;13763
212766;656342;14872
212767;656257;14708
212768;656332;811
212769;656154;15747
212770;656328;15135
212771;656363;14334
212772;656356;12516
212774;656335;3168
212775;656335;14067
212776;656321;2694
212777;656321;15134
212778;656257;15263
212780;656349;13267
212783;656356;3173
212784;656332;1881
212785;656154;15753
212786;656342;14862
212787;656342;14862
212788;656257;1881
212789;656363;14071
212790;656353;2643
212793;656154;15753
212795;655790;2865
212796;656384;15373
212798;656363;14196
212799;656378;15420
212800;656335;14999
212802;656245;1156
212803;656414;1881
212804;656381;15646
212805;656154;15753
212806;655783;15635
212807;656384;15373
212808;656363;13430
212809;656335;14071
212812;656342;13759
212813;656111;15646
212814;656387;13796
212816;656415;1881
212817;656257;12587
212818;656414;1881
212820;656363;14067
212825;656384;2712
212827;656378;15420
212828;655979;1881
212830;656363;15646
212832;655790;14477
212833;656257;15111
212834;655783;15753
212835;656257;13310
212837;655790;15260
212838;656271;1881
212840;656436;14335
212841;653571;14477
212842;656325;2677
212844;656356;3172
212846;656384;3151
212847;656485;14405
212849;656501;13813
212851;656494;14490
212852;655783;14056
212853;656511;13796
212854;656503;14489
212859;656502;15646
212864;656533;13717
212865;656502;15932
212870;655790;13547
212871;656511;15134
212872;656532;14862
212873;656502;15932
212874;656502;15932
212876;656502;15305
212877;656502;14407
212878;656539;2694
212879;656539;15134
212880;656508;15137
212881;656569;13796
212882;655790;13547
212884;656503;14490
212886;656502;15598
212889;656583;13081
212891;656502;15333
212892;656501;15420
212893;656581;1826
212894;655790;2871
212895;656503;1871
212896;656571;15315
212904;655790;2871
212905;655883;15753
212906;656408;15654
212907;656569;2712
212908;654609;15794
212909;655790;13053
212910;656570;1881
212911;656618;12552
212912;656581;13812
212913;655167;13077
212914;656600;14196
212916;656529;12587
212918;656581;1055
212920;656637;2865
212921;656511;15646
212925;656637;2865
212927;656636;2712
212929;656511;14196
212933;655790;13053
212936;656500;1881
212939;656581;15084
212940;656673;15867
212941;656680;12573
212942;656684;12576
212943;656699;1881
212944;656667;2865
212946;656705;13227
212947;656673;15947
212948;656581;15749
212949;656511;2858
212950;656677;4450
212951;656677;4450
212952;656325;2677
212953;656671;1881
212954;656701;12587
212955;656673;15882
212956;655495;14845
212957;655495;13081
212958;656709;15292
212959;656677;2159
212963;656511;14071
212964;654887;1881
212965;656701;12587
212966;656632;15305
212967;656511;13796
212968;656500;1881
212971;656673;15747
212973;656701;15315
212975;656673;15084
212976;656710;13310
212977;656738;15753
212978;656701;15420
212980;656636;2712
212982;656756;1881
212983;655783;15947
212984;656673;14055
212987;656740;2948
212988;656740;2948
212989;656701;811
212990;656738;15753
212992;656511;2712
212995;656627;12516
212996;656761;13310
212997;656636;14407
212999;656701;15039
213000;656632;13796
213001;656533;13718
213002;656511;2700
213003;656511;14600
213004;656511;14334
213006;656701;14668
213009;656761;1881
213010;656673;13244
213011;654887;12587
213012;656763;14029
213013;656511;13064
213014;656555;13310
213015;656780;13813
213017;656701;15419
213018;656636;14196
213020;656501;14054
213022;656627;12516
213027;656802;15750
213029;654609;15794
213035;656356;3172
213038;656851;15753
213041;656872;1881
213044;656533;13718
213045;656356;12517
213046;655979;1881
213047;656873;15075
213048;654609;2297
213051;656880;14071
213052;656872;13310
213053;656872;12587
213054;655216;2858
213055;656873;15075
213058;656636;6167
213060;656911;1881
213061;656872;15315
213063;656916;14067
213064;656936;12576
213065;656873;13227
213066;656913;15084
213067;656939;1881
213068;656914;15075
213069;656900;15753
213070;656916;2858
213071;656916;2858
213072;656533;13717
213073;656943;14699
213074;656873;15753
213075;656873;15753
213077;656873;15420
213078;656943;2938
213081;656900;1881
213082;656872;15111
213083;656978;1826
213084;656978;15084
213086;656924;13081
213088;656999;12727
213090;656924;15292
213093;656989;13064
213094;656986;14335
213095;656959;12610
213096;657016;14600
213097;656978;15419
213098;657016;14334
213099;656999;5007
213100;657033;1881
213103;656632;14071
213104;656984;3151
213105;656991;12913
213108;657069;15654
213109;657052;1881
213110;655783;1881
213111;656442;1881
213112;657052;15315
213113;656976;1881
213114;657069;15654
213115;655783;1881
213116;657052;15753
213117;657115;15861
213120;655783;15636
213121;656991;14999
213126;657127;3051
213127;657096;14915
213128;657136;15920
213130;655783;14056
213133;657127;15855
213134;657135;10806
213136;657127;14645
213137;657085;14067
213138;656976;1881
213139;657158;2834
213140;657173;3701
213141;656723;15137
213144;657156;2015
213148;657171;5914
213150;657192;15636
213152;657196;898
213156;657156;2712
213157;656740;15439
213158;657196;899
213159;654609;2297
213163;657215;2712
213164;657213;12587
213165;657213;12587
213166;657215;13430
213167;657205;13796
213168;654609;1612
213170;657215;2712
213172;657215;13796
213174;657249;3301
213177;657231;14051
213179;657268;2899
213180;657231;14407
213181;656873;15075
213182;657209;13081
213183;657220;13873
213184;657231;1391
213185;657295;2380
213186;657268;14026
213188;657231;2712
213189;657167;1382
213192;657316;13244
213194;656873;13227
213195;656873;13227
213196;657328;15410
213197;657167;14391
213198;657268;2899
213199;657167;1830
213204;657231;13134
213205;657346;15654
213206;657231;14999
213207;657356;811
213208;657324;2712
213211;657347;15084
213214;657231;13796
213215;657268;2907
213216;657356;2222
213217;657231;13796
213219;657330;15323
213220;657330;15323
213221;657382;13806
213222;655673;13310
213223;656873;13227
213224;657382;12517
213225;657382;14545
213227;657347;15084
213228;657392;13857
213230;657356;12587
213233;655839;14069
213234;657356;15699
213235;657324;15373
213236;657409;13064
213237;657396;13244
213239;655428;1881
213240;656304;14326
213241;657268;15769
213242;657392;13857
213244;657328;2948
213245;657397;13842
213247;657231;15934
213248;655596;14474
213249;657429;13064
213250;657356;15753
213254;657356;15332
213255;657328;13873
213257;657356;15039
213258;657324;15308
213259;657356;14668
213260;655495;14845
213261;657409;15373
213263;657231;682
213264;657397;13852
213265;657352;2712
213266;655495;13081
213268;657356;1826
213273;657324;14052
213274;657356;15882
213275;657392;13857
213276;657466;15420
213277;657247;13542
213278;655790;2871
213279;657409;15135
213280;655495;14845
213281;655495;13081
213282;657466;15887
213283;657466;15888
213284;657450;12344
213286;657409;14051
213287;656414;1881
213288;657491;15420
213289;655461;2899
213290;657324;15647
213291;657500;13989
213292;657466;15111
213293;657409;15646
213294;655461;14026
213295;657069;15654
213296;657512;10133
213297;657506;3701
213298;657466;15190
213299;657529;14067
213300;657324;2688
213301;657324;14999
213303;655839;15930
213304;657540;13796
213305;657409;13064
213306;657466;15191
213307;657500;13989
213308;657506;2865
213309;657409;13064
213310;657466;15188
213311;657265;1881
213312;657558;14334
213313;657558;14334
213314;657558;14334
213315;657537;13084
213316;657265;811
213318;655839;14069
213324;657495;14418
213325;657516;14870
213329;657537;13081
213330;657566;15753
213331;657602;1881
213332;657604;15882
213333;657540;13796
213335;657584;13796
213337;655461;14033
213338;657584;2712
213339;657604;15947
213341;657643;2694
213342;657643;15134
213343;657584;14196
213346;657659;14645
213348;657672;13244
213350;657584;13796
213351;657643;14472
213354;657681;15646
213355;657587;13738
213357;657643;15525
213358;657706;13310
213360;657659;2858
213361;657685;15410
213362;657643;18
213365;657540;3151
213366;657643;13467
213368;657699;2694
213369;657699;15134
213374;657739;2575
213375;655790;13053
213376;657587;13813
213377;657744;13530
213378;657540;13796
213382;657744;651
213385;657739;15654
213386;657678;13796
213387;657760;1440
213388;657739;15654
213391;657744;811
213392;657744;13600
213394;657048;15287
213397;657739;5914
213398;657805;1881
213400;657048;15286
213402;657805;12587
213404;657739;5279
213406;657779;12516
213407;657268;14033
213408;657816;1881
213411;657728;2948
213412;657728;13872
213413;657805;15075
213414;657833;13134
213415;657770;581
213416;657249;3301
213417;657249;3301
213418;657833;15134
213421;657268;14031
213422;655790;14477
213424;657805;15075
213425;657816;1881
213426;657863;1881
213427;657805;15084
213428;655790;15260
213429;655790;13133
213431;657770;13176
213432;657867;15134
213433;657800;12511
213434;657805;15332
213435;657770;7
213436;657048;15287
213438;657882;811
213442;657770;18
213444;657817;1881
213446;657882;15235
213448;657792;2712
213449;657882;15898
213450;657792;14196
213451;657888;14199
213452;657882;13242
213453;657792;13796
213454;657855;12587
213455;657855;12587
213456;657882;15867
213458;657896;3092
213461;655596;14474
213462;657833;1952
213463;657882;15235
213464;657895;12587
213465;657895;12587
213466;657882;13242
213468;657833;2673
213470;657851;13883
213471;657882;15129
213473;657942;6861
213475;656321;13796
213476;657942;3030
213477;654762;1881
213478;656321;15134
213479;657945;14071
213480;657956;1881
213481;656321;2694
213482;656321;15134
213484;657249;3301
213486;657249;3301
213487;657817;13813
213491;657817;15753
213492;655428;1881
213495;656321;13796
213496;657882;15130
213497;657882;15083
213498;658005;1881
213499;657792;2712
213501;657896;3088
213504;657882;15158
213505;657882;14352
213506;657249;3301
213507;657249;3301
213508;657896;3073
213509;656321;15134
213510;658029;15881
213513;657405;2865
213517;658032;15753
213518;657910;14407
213519;658050;15932
213521;658053;15084
213526;658069;3051
213527;658071;13430
213528;658050;14407
213531;657405;3701
213533;658053;15753
213536;658081;13077
213537;658053;15887
213538;658091;15753
213539;658078;15753
213540;658077;15084
213542;658100;14699
213543;658100;14699
213544;658104;3173
213545;655428;1881
213546;658106;13244
213548;658077;14409
213549;655746;10216
213550;658025;15090
213551;658102;12587
213552;656586;12587
213554;658100;13344
213555;655746;2939
213556;658019;13796
213557;655746;2939
213560;658019;13796
213561;657685;13871
213562;658100;13835
213563;658135;15157
213567;657910;14407
213571;658138;15420
213572;658163;1881
213573;658100;2833
213576;658153;12587
213578;658162;2643
213579;658100;15702
213580;656053;1881
213583;658100;15443
213586;658127;1881
213590;658170;13413
213591;657659;2858
213592;658227;14334
213593;658197;13812
213594;658241;13542
213595;658241;13542
213596;658229;15753
213598;658242;3908
213600;657805;15039
213605;658259;2720
213606;658259;2720
213607;658197;1500
213609;656280;13342
213610;658103;14196
213611;658190;15950
213612;658245;1558
213614;656280;13039
213616;658197;1826
213617;658245;2712
213618;658245;2712
213620;658277;1160
213621;658202;13077
213624;657928;2944
