13917	182753	13064
13918	182753	13064
13919	182752	14196
13920	182637	12974
13922	182637	12974
13923	182755	1881
13925	182649	15374
13926	182649	15374
13927	182751	2899
13929	182693	1881
13932	182740	14483
13933	182649	14983
13934	182740	14483
13935	182649	14983
13936	182774	11138
13937	182767	2614
13938	182626	12587
13940	182626	12587
13941	182631	13806
13942	182631	13806
13945	182745	14071
13946	182785	1364
13947	182745	14071
13948	182783	14025
13951	182767	2609
13952	182715	13310
13953	182715	13310
13954	182649	947
13955	182649	947
13956	182799	12550
13958	182802	14668
13959	182787	14869
13960	182794	2712
13961	182794	2712
13964	182809	12974
13965	182814	13796
13966	182809	12974
13967	182649	14499
13968	182649	14499
13971	182809	12093
13972	182809	12093
13973	182649	14472
13974	182649	14472
13976	182794	14069
13977	182794	14069
13978	182842	2712
13979	182835	2871
13981	182829	1794
13984	182649	14523
13985	182649	14523
13986	182832	15718
13987	182858	1881
13988	182855	10087
13989	182185	15605
13990	182814	13064
13991	182814	13064
13993	182814	13064
13994	182185	15605
13995	182185	2840
13996	182751	2899
13997	182649	14580
13998	182832	15719
13999	182649	14580
14000	182842	14071
14002	182842	14071
14004	182883	12516
14005	182649	1558
14006	182649	1558
14008	182888	13796
14009	182849	14409
14010	182849	14409
14011	182649	14391
14012	182649	14391
14013	182842	14071
14014	182842	14071
14017	182898	13371
14018	182649	14
14019	182649	14
14022	182898	13371
14024	182649	14053
14026	182649	14053
14027	182902	14026
14030	182685	5017
14031	182373	15081
14032	182373	15081
14033	182926	12913
14034	182649	3151
14036	182649	3151
14039	182752	14196
14040	182941	13077
14041	182941	13077
14042	182941	13310
14043	182941	13077
14044	181965	13611
14045	182941	13310
14046	182941	13310
14047	182941	13077
14048	182941	13077
14049	182941	13310
14050	182902	2907
14051	182926	12573
14052	182462	811
14053	182462	811
14054	182944	1881
14055	182752	14196
14057	181965	15605
14058	181965	13994
14062	182752	14196
14063	182961	13064
14065	182961	13064
14066	182961	14071
14067	181965	13994
14068	182961	14071
14069	182969	13796
14071	182961	15373
14072	182961	14889
14073	182961	15373
14074	182965	13874
14075	182961	14889
14076	182963	14889
14078	182965	13938
14079	182663	14699
14082	182166	1881
14083	183000	2899
14084	182988	2865
14086	183009	13086
14087	182998	2906
14088	182663	14699
14089	182981	14024
14090	182981	14025
14093	183000	14033
14094	182998	14024
14095	182978	7903
14096	183027	2600
14097	183006	14407
14099	183048	1881
14100	182998	14026
14102	183049	1330
14103	183051	1540
14105	183006	2015
14106	183043	13424
14107	182998	14024
14109	183049	1190
14111	182998	14033
14112	183049	1384
14113	183068	12584
14116	183067	14344
14117	182998	2899
14118	183000	14032
14120	183006	13796
14121	183068	14698
14122	183068	14698
14123	183043	2948
14124	183069	13077
14125	183068	12589
14126	183077	1881
14128	182998	14024
14129	183068	12592
14130	182998	2899
14131	183071	1881
14132	183068	12584
14133	183006	15373
14134	183086	10087
14136	183077	13310
14137	183093	15292
14138	183093	13084
14139	183077	13310
14140	183093	15292
14141	183093	13084
14143	183097	2907
14144	183097	14032
14145	183097	2899
14146	183097	14036
14147	183097	14034
14148	183087	1382
14149	183097	14040
14150	183115	2906
14151	183115	2906
14152	183117	12584
14154	183108	14352
14155	183117	14698
14156	183108	14352
14158	183135	2607
14159	183143	13064
14161	183124	14067
14162	183124	14067
14163	183128	14071
14164	183126	3088
14165	183128	14071
14166	183139	14335
14167	183142	13310
