76485	322581	12975
76486	322581	12513
76487	322565	2858
76488	322581	14461
76489	322581	13806
76490	322620	3009
76492	321850	2712
76495	322548	15801
76499	322647	2712
76501	322653	12542
76503	322660	2961
76504	322660	2960
76505	322656	4235
76509	322695	2578
76510	322481	2865
76515	322731	14865
76516	322733	2582
76518	322731	14870
76519	322713	2609
76520	322742	13813
76521	322731	13761
76524	322780	14334
76526	322614	13198
76527	322426	13761
76529	322779	14196
76530	322779	14196
76534	322813	2944
76535	322813	13872
76538	322265	12629
76539	322840	13064
76540	322265	14207
76542	322840	14334
76544	322877	2899
76546	322891	15075
76547	322897	14121
76550	322904	15271
76554	322891	15075
76556	322919	1881
76558	322924	580
76559	322899	13081
76560	322895	12913
76561	322917	14999
76562	322937	2899
76564	322919	1881
76566	322917	12913
76569	322936	12974
76571	322919	13077
76572	322917	14069
76573	322919	14056
76574	322919	13233
76577	322755	12974
76579	322936	3173
76582	322899	12974
76583	322988	15075
76585	322708	14037
76587	322919	2222
76588	322708	14037
76589	322705	2865
76590	322919	15332
76591	323015	15315
76592	322919	2710
76593	323007	2015
76594	322895	2687
76595	323021	13796
76597	321405	3281
76598	321405	3281
76600	323021	13796
76601	323026	1881
76603	323040	2719
76604	321985	13084
76605	323026	15263
76606	323026	1875
76608	323026	15772
76609	323026	13244
76610	323069	14483
76611	323066	1881
76621	323065	13253
76622	323065	13253
76623	323026	13813
76624	323080	14055
76625	323093	13763
76626	323026	14439
76627	323026	15624
76628	323071	1881
76631	323055	13081
76632	321567	15227
76634	323121	14407
76635	323104	13717
76636	323116	2601
76639	323140	1735
76640	323140	13763
76642	323104	12684
76643	323145	10101
76644	323148	13193
76647	323154	10346
76649	323140	14859
76651	323149	811
76652	323166	13064
76653	322919	1881
76654	323140	14865
76655	323148	9418
76656	323149	12587
76657	323145	10097
76658	323140	14868
76662	322919	14409
76664	323140	13763
76665	323178	2899
76667	323152	15224
76669	323194	15753
76671	323066	1881
76679	323248	13372
76681	323085	14699
76682	323248	13371
76683	323132	14025
76686	323248	13374
76687	323132	14038
76688	323248	14064
76689	323259	12508
76690	323066	15315
76691	321567	15228
76692	323132	14039
76693	323297	2858
76694	323299	15075
76695	322565	14071
76696	323259	12508
76697	323307	14919
76698	323299	14409
76699	323297	2858
76700	323334	2609
76701	323328	15315
76704	323362	13763
76705	323364	14391
76707	323026	15336
76708	323362	14872
76709	322895	15646
76710	323026	15111
76711	323362	14862
76712	323362	13759
76713	323026	13738
76714	323388	13796
76715	323226	13064
76717	323379	2871
76718	323363	14055
76719	323379	13536
76720	323026	13244
76722	323388	2712
76723	323424	13857
76724	323407	13796
76725	323388	15135
76726	323379	15659
76727	323388	13430
76728	323379	13714
76729	323443	13875
76730	323379	13542
76731	323388	15305
76732	323379	13053
76733	323026	13242
76734	323026	13235
76736	323379	13717
76737	323388	15306
76738	323026	13076
76739	323463	14196
76740	323026	13813
76741	323026	13076
76742	323463	2712
76744	323026	15263
76745	323026	15337
76746	323443	13871
76747	323026	13738
76748	323463	2712
76749	323489	15276
76750	323502	1881
76751	323501	3173
76754	323502	15418
76755	323507	1881
76759	323519	8165
76760	323519	8149
76761	323515	15801
76762	323519	8153
76765	323026	13244
76766	323533	12545
76767	323535	13310
76770	323353	1881
76771	323543	2858
76772	323532	14334
76776	323560	15712
76777	323560	2075
76778	323527	14055
76779	323500	14196
76780	323532	13796
76781	323500	14196
76783	323532	2712
76784	323605	1331
76785	323612	13735
76788	323605	1386
76790	323532	15135
76791	323624	15719
76792	323532	13134
76794	323565	1881
76796	323565	1881
76800	323625	2129
76801	323515	2035
76802	323353	1881
76803	323641	13813
76805	323184	15332
76807	323466	8553
76809	323565	1881
76810	321567	12576
76811	323687	2164
76812	323688	14489
76813	323695	13796
76814	323515	13081
76817	323721	13813
76818	323693	2601
76820	323693	2582
76821	323695	14334
76822	323394	12573
76824	323695	2712
76825	323394	15227
76826	323758	13328
76827	323695	15135
76830	323394	12572
76831	323773	3173
76833	323378	3173
76836	323784	10095
76838	323790	15795
76839	323777	13877
76840	323721	2582
76841	323779	15281
76844	323378	3172
76848	322813	2164
76850	323824	13374
76851	323779	15280
76852	323836	1796
76853	323836	15374
76855	323845	2940
76856	322813	1933
76857	323824	13374
76858	323779	15388
76862	323819	13853
76863	323855	10101
76864	323824	2643
76865	323779	2640
76866	323819	4288
76867	323779	9094
76868	323834	1587
76869	323862	15111
76871	323875	12541
76872	323875	12541
76873	322614	13198
76874	323875	3278
76875	323875	3278
76876	323824	2834
76877	323881	2873
76879	323845	2940
76880	323819	4234
76881	323824	13303
76884	323901	3069
76886	323905	1881
76888	323824	2834
76890	323917	15753
76893	323938	15084
76894	323938	15249
76896	323948	14097
76898	323514	3172
76901	323981	13374
76902	323984	14071
76905	323948	15354
76906	323410	14111
76908	323970	15283
76909	323981	15762
76911	323919	13084
76912	324004	13310
76913	324001	1449
76914	323993	15162
76916	323993	15162
76918	324003	13813
76922	324038	12974
76923	324025	1881
76924	324045	15315
76926	323911	12974
76927	324045	13077
76929	323911	13081
76930	324003	15420
76932	324045	15635
76933	323911	3173
76934	324073	1830
76935	324030	18
76936	324045	14054
76939	324085	13539
76942	324003	12587
76945	324070	2833
76947	324138	3082
76948	324003	13310
76949	324003	1881
76950	324152	1881
76953	323911	15292
76956	324104	12521
76957	324157	15763
76958	322727	1397
76961	324003	13077
76963	323650	13310
76966	324184	811
76967	324003	15315
76968	324188	13813
76970	324104	13084
76971	324192	1731
76972	323514	3172
76976	324104	13084
76977	324195	12575
76980	324215	3051
76982	324057	12517
76983	323911	13809
76986	323911	13081
76987	324231	15802
76989	324226	1300
76990	324188	13077
76991	324188	15315
76995	324262	811
76996	324231	13081
76998	323947	12516
76999	323463	2712
77004	324297	2865
77007	324231	3173
77008	324302	14872
77011	324317	14699
77012	324231	3172
77013	324296	13871
77014	324302	13763
77019	324351	1881
77020	324357	2838
77023	324302	13759
77024	324307	3233
77025	324307	3251
77026	324356	13868
77027	324334	15801
77028	324386	2948
77033	324386	13877
77035	324386	13877
77036	324396	8574
77037	324386	13874
77038	323919	12516
77039	324386	13874
77041	324409	14864
77044	324285	3039
77046	324326	13828
77049	324238	14990
77052	324436	1587
77053	324438	1881
77057	324463	9076
77058	324463	9094
77059	324463	15388
77060	324471	1881
77061	324471	13813
77062	324478	1881
77063	324464	15658
77065	324469	2601
77066	324469	2606
77067	324469	10096
77068	323226	13796
77069	324498	12513
77071	324215	3051
77073	324343	10806
77074	324513	13253
77075	324524	2035
77077	322813	1932
77078	324469	10092
77079	324516	2948
77080	324543	7969
77082	324546	12982
77086	324343	15318
77087	324564	7956
77090	322955	3283
77091	322955	3283
77093	324343	13081
77094	323935	2899
77097	324589	14391
77098	324592	13759
77099	324590	2421
77101	324605	14334
77102	324567	14699
77104	324302	14868
77105	324605	14071
77108	324605	15135
77109	324583	15666
77110	324302	14867
77111	324343	3043
77112	324605	2015
77113	324583	15664
77115	324642	4395
77117	324628	14870
77118	324605	15135
77120	324583	15666
77122	324583	15667
77123	324583	15667
77124	324343	3173
77126	324583	15666
77127	324605	15135
77128	324605	15135
77129	324666	3173
77131	323672	13081
77133	323672	12521
77134	323672	13084
77136	324682	13841
77138	324700	14699
77143	324710	14695
77145	323672	2815
77146	323672	15802
77147	324695	14474
77148	322742	13244
77149	324695	2865
77151	324605	15135
77152	324746	3051
77153	322742	14054
77155	324734	1331
77157	322742	15753
77161	324774	13244
77163	324775	13715
77165	324720	2606
77166	324794	5260
77167	324788	13408
77168	324776	14196
77169	324665	15286
77171	324788	13261
77172	324720	2600
77173	324720	2600
77174	324788	13261
77175	324815	2572
77176	324794	5279
77177	324794	2577
77180	324776	14407
77181	324801	2948
77182	324837	15015
77183	324824	7956
77185	324801	2948
77186	324824	15573
77187	324801	13871
77188	324824	7956
77189	324837	9009
77190	324835	13781
77192	324824	7737
77193	324847	15134
77194	324801	13871
77198	324866	14067
77199	324871	13077
77201	324837	3041
77202	324777	2899
77203	324777	14029
77204	324895	3051
77205	324777	14033
77206	324777	14025
77207	324777	14024
77208	324777	14026
77209	324900	13310
77210	324892	1190
77214	324906	13244
77216	324866	13430
77219	324921	3301
77220	324892	843
77222	324928	14334
77223	323953	2719
77224	324913	13310
77225	324927	13796
77227	324356	2839
77228	324866	2858
77229	324942	14699
77230	324906	15753
77231	324895	13064
77232	324866	15135
77235	324958	3301
77236	324906	1881
77237	324948	13796
77238	324895	13176
77242	324871	2710
77245	324895	2858
77247	324906	15740
77249	324967	1881
77250	324866	13064
77253	324871	13310
77254	324895	3051
77255	324866	2858
77256	324977	15764
77258	324980	1500
77259	324977	15762
77260	324700	14046
77261	324866	2858
77262	324979	2870
77266	325006	13733
77267	323006	14913
77269	325023	15720
77271	324866	15135
77272	325051	15502
77273	324866	15647
77274	325051	15502
77275	325051	15502
77280	324866	14334
77284	325051	1731
77285	325051	1731
77286	325063	15294
77287	324866	14067
77289	324983	10101
77290	325035	13077
77291	325041	14473
77292	324997	13603
77295	325080	14485
77296	325063	3173
77298	325088	7730
77299	325097	2712
77300	324712	14474
77301	325063	12516
77302	325111	14745
77303	325063	3172
77304	325112	15012
77305	325112	15012
77306	325112	15012
77307	325112	15012
77309	325113	13796
77312	325135	811
77315	325135	782
77316	324774	1881
77318	323953	15654
77319	325159	14477
77320	325155	2858
77322	325159	2865
77323	325183	13874
77324	325141	10088
77329	325210	14196
77330	325215	2687
77332	325212	5024
77333	325212	5022
77336	325212	5005
77337	325245	14477
77338	325235	14344
77339	325212	5016
77340	324398	5898
77344	325184	1190
77345	325212	5018
77346	325254	2907
77348	325235	14269
77352	325212	5007
77353	325212	5030
77354	325245	15658
77355	325212	5025
77356	325305	13064
77358	325245	15659
77361	325245	15658
77362	325245	13714
77364	325315	1735
77365	325320	13064
77367	325245	13717
77368	325315	13759
77369	325335	2712
77370	325315	1731
77372	325339	13857
77373	325339	15605
77374	325305	13064
77375	325345	15105
77376	325354	15315
77377	325355	2750
77378	325360	1881
77379	325184	1794
77380	325305	15135
77382	325345	13989
77387	325360	1881
77389	325345	7737
77390	325388	15075
77392	325305	13064
77394	325380	13991
77395	325385	15605
77396	325383	15376
77397	325406	15703
77398	325375	15015
77399	325380	13857
77400	325372	13938
77401	325408	14226
77402	325380	15605
77403	325408	14224
77409	325412	12344
77412	325454	14490
77414	325453	13376
77416	325450	14196
77417	325453	13372
77420	325453	13376
77421	323718	13796
77422	325474	15634
77423	324742	10429
77430	325526	15084
77431	325526	15418
77432	325277	13231
77433	325277	13231
77434	325516	12974
77435	325504	15764
77437	325391	1960
77438	325504	2643
77439	325477	2643
77441	325504	13328
77443	325504	13328
77444	325539	6016
77445	325504	12584
77446	325511	3173
77447	325504	15763
77449	325504	15762
77450	325526	15418
77452	325504	14698
77455	325603	1160
77459	325592	13865
77460	325622	2906
77461	325406	15706
77465	325627	13873
77468	325630	3010
77469	325504	12584
77470	325649	15502
77471	325630	3010
77472	325504	15762
77473	325504	14698
77474	325622	2907
77475	325622	2899
77476	325526	15418
77477	325622	14025
77478	325622	14026
77479	325622	14042
77480	325618	1840
77483	325681	13081
77486	325681	3173
77488	325704	8172
77489	325622	14027
77490	325713	15646
77491	325700	9418
77492	325704	8154
77493	325706	8267
77496	325706	8149
77497	325681	3043
77499	325706	8147
77500	325706	8149
77501	325622	14026
77503	325622	14042
77505	325554	14550
77506	325704	8149
77507	325622	14042
77508	325759	13064
77511	325674	14847
77512	325674	14847
77513	325674	14847
77514	325702	14334
77517	325774	14026
77518	325759	15135
77519	325774	2899
77521	325777	14513
77523	325702	14334
77524	325772	1881
77525	325778	13064
77527	325798	14334
77528	325702	14334
77531	325702	15373
77532	325795	15290
77533	325813	2899
77535	325802	2353
77536	325799	15281
77537	325813	2906
77538	325331	14906
77539	325822	1881
77540	325627	1933
77541	325821	12516
77542	325822	15232
77543	325759	14067
77544	325759	14053
77545	325759	14051
77546	325847	15039
77547	325853	1364
77548	325799	15282
77550	325276	12587
77551	325860	13871
77552	325846	2940
77554	325847	12587
77555	325822	14055
77556	325786	13244
77557	325860	13873
77558	325866	12587
77560	325860	2948
77561	325874	15740
77562	324257	2600
77563	325877	13053
77564	325799	15281
77566	325874	15087
77568	325799	15280
77569	325905	15188
77570	325893	12545
77571	325913	14708
77572	325913	811
77574	325913	13310
77575	325913	13233
77576	325914	13053
77577	325888	3051
77578	325913	13310
77581	325913	13490
77582	325799	15283
77584	325952	13077
77586	325940	13633
77590	325391	2029
77591	325391	2029
77593	325930	14407
77594	325930	2712
77595	325961	15496
77597	325795	15288
77598	325997	10209
77599	325961	15495
77601	326015	11669
77604	325589	3242
77608	326023	1881
77610	326028	14026
77611	325936	13310
77616	324837	3041
77617	326028	14024
77618	326028	14024
77619	324180	3248
77620	324023	13081
77622	326075	13871
77624	326075	13872
77626	326104	15559
77627	326028	14025
77628	326099	15135
77629	326028	14033
77630	326099	14067
77631	326108	2909
77633	326028	14029
77634	326108	2910
77635	326099	14051
77636	326108	14231
77637	326108	15497
77638	326028	2906
77640	326099	12982
77641	326099	12982
77642	326115	2834
77644	326099	2015
77645	326028	2899
77646	326099	13203
77647	326099	14888
77648	325391	2035
77650	326099	15135
77651	326028	14032
77653	326028	14024
77656	326149	12584
77658	326186	13310
77659	325391	13081
77660	326183	14164
77661	326028	2899
77663	326216	2899
77664	326225	13430
77669	326216	14033
77672	326231	15420
77673	326239	1330
77674	326231	15039
77675	326216	14025
77678	326237	14489
77679	326216	14026
77681	326174	1881
77682	326183	14164
77686	326260	13470
77687	326274	12573
77689	326260	1797
77690	326277	15753
77691	326292	2899
77694	326280	3172
77695	326303	2074
77697	326300	4416
77698	326292	14039
77699	326292	14033
77700	326280	12516
77701	326329	13374
77702	325951	1881
77703	326292	14036
77704	326351	12650
77705	326356	2600
77706	326300	15565
77708	326337	12587
77709	326337	1881
77711	326369	15753
77714	326390	15249
77716	326382	9545
77718	326405	3173
77724	326442	13779
77726	326440	13081
77729	326438	15474
77731	326419	15753
77732	326449	15235
77734	326475	14334
77736	326475	14071
77737	326419	1881
77739	326469	14067
77740	326491	15336
77742	326491	15699
77743	325618	1840
77744	325210	2712
77746	326502	15502
77747	326491	12587
77748	325210	14051
77749	326440	12513
77750	326502	1731
77752	326502	14859
77754	326491	15039
77755	326524	13310
77756	326530	11638
77759	326538	10255
77763	326538	1457
77764	326319	12521
77765	326524	15075
77768	326491	15039
77769	326555	15753
77771	326567	697
77776	326225	406
77777	326524	15084
77778	326523	14913
77781	326523	14915
77782	325772	15419
77786	326566	14196
77787	326595	14407
77788	326627	14034
77789	326595	14407
77791	326647	14845
77793	326647	12517
77794	326665	12516
77796	326566	2712
77797	325951	12587
77798	325772	255
77799	326682	10095
77801	325951	13813
77807	326566	14407
77808	326542	819
77810	326724	1881
77811	326566	15135
77812	326542	811
77814	326727	13064
77816	326727	14196
77819	326566	14999
77822	326727	1796
77823	326727	14
77824	326566	12913
77825	326750	15135
77827	325772	13813
77828	326750	13176
77830	326780	15232
77831	326780	1881
77832	326780	13310
77833	326727	13882
77835	326727	15246
77838	326727	15305
77839	326795	15763
77840	326795	14698
77842	326795	2643
77843	326795	2834
77845	326542	811
77848	326750	2858
77850	326861	14048
77852	326861	15295
77853	326727	14196
77854	326868	3172
77855	326858	2858
77857	326885	5322
77858	326888	14033
77860	326888	14042
77861	326727	2673
77863	326887	1881
77865	326898	14920
77871	326923	13868
77874	326912	14032
77877	326969	2871
77879	326986	1331
77880	326985	1881
77882	326993	13813
77883	327007	13310
77885	327003	1881
77889	327011	15420
77890	327038	2531
77893	327032	15292
77894	327053	2948
77895	327011	15330
77896	327006	2745
77897	327053	13873
77898	327032	12034
77900	327011	15330
77901	326985	1881
77902	326969	2871
77903	327011	15337
77904	327065	13796
77908	326392	7730
77914	327065	14051
77920	327011	15191
77934	327066	2712
77940	327095	15373
77943	327124	13077
77951	327143	15573
77952	327140	13796
77953	327158	2899
77954	327145	3009
77955	327116	15111
77956	327167	6937
77957	327179	13374
77962	327167	6925
77964	327181	15635
77965	327167	13379
77966	327111	13735
77967	327179	13989
77968	327053	13873
77969	327116	15634
77970	327186	14067
77973	327116	15635
77977	327181	15636
77979	327053	2948
77981	327181	15753
77982	327260	13134
77985	327281	2712
77989	327297	15291
77990	327288	13872
77993	327281	14407
77994	327321	13310
77995	327329	15593
77996	327281	14051
77999	327334	3799
78000	327281	15646
78001	327288	13873
78003	327267	15801
78004	326931	13796
78006	327346	2858
78008	327288	13873
78009	327371	13310
78010	327371	12587
78011	327375	13081
78012	327337	1881
78013	327337	1881
78014	327371	15753
78015	327281	2712
78016	327371	15636
78017	327371	15636
78018	327357	15075
78019	327337	15419
78020	327339	1881
78022	327373	15315
78023	327357	15075
78024	327373	15315
78025	327337	14409
78026	327381	12913
78027	327394	12974
78029	327337	13077
78030	327398	2605
78033	327281	2712
78034	327377	13064
78036	327337	13077
78037	325504	2643
78039	327371	15157
78040	327337	12587
78041	327407	15075
78042	327381	2712
78043	327394	3054
78045	327337	1500
78046	327377	13064
78047	327377	13064
78048	327424	13081
78050	327394	13083
78051	325504	14698
78054	327371	15192
78056	327373	13813
78057	327444	3051
78058	327337	13229
78059	327411	13796
78060	327448	14054
78062	327424	3173
78063	327394	12093
78064	327407	15235
78066	327411	15081
78067	327337	15263
78069	327394	2035
78070	327411	13796
78072	327439	14051
78073	327008	14034
78074	327337	15740
78075	327458	1743
78076	327458	1743
78077	327458	14103
78078	327394	15292
78079	327337	15039
78080	327407	15745
78081	327472	13064
78082	327458	1766
78083	327394	2111
78084	327337	15084
78085	327281	2712
78086	327394	10809
78087	327337	15084
78088	327337	15084
78089	327337	15634
78091	327439	15646
78092	327500	13064
78093	327407	13233
78094	327439	14051
78097	327470	14999
78098	327180	13777
78099	327521	7620
78101	327470	15435
78103	327524	2712
78104	327524	2712
78107	327531	15012
78109	327539	15111
78110	327524	14051
78113	327407	15636
78114	327549	15135
78115	327407	15157
78118	327407	15194
78121	327556	3172
78122	327407	15188
78124	327569	3278
78125	327569	3278
78126	327407	15192
78127	327377	14069
78128	327377	13064
78129	327377	13064
78130	327377	13064
78131	327586	14919
78133	327407	15195
78134	327604	5007
78135	327589	2899
78136	327614	3173
78138	327439	14051
78139	327544	13631
78140	327549	2858
78141	327613	13853
78142	327614	13081
78143	327407	1055
78147	327549	15135
78148	327407	15633
78149	327549	14071
78150	327502	13310
78151	327626	13871
78154	327620	13938
78155	327502	13310
78157	327649	13077
78158	327640	10592
78159	327626	13871
78161	327407	2709
78162	327586	2577
78163	327502	1881
78164	327589	14024
78166	327626	13872
78167	327589	14024
78169	327589	14024
78170	327589	14025
78171	327407	780
78172	327672	1592
78173	327421	13081
78174	327672	7180
78176	327521	1592
78177	327682	15747
78179	327421	13084
78180	327687	15719
78181	327689	2948
78182	327690	15283
78183	327421	14122
78184	327421	13081
78187	327697	15560
78189	327701	14699
78192	327706	3084
78194	327717	14474
78195	327549	1391
78198	327689	12476
78199	327679	15263
78200	327502	1881
78203	327679	15699
78205	327689	11869
78206	327689	12479
78207	327679	1881
78208	327753	14334
78209	327689	1935
78211	327689	11874
78212	327536	13081
78213	327767	3051
78214	327065	2712
78215	327536	3173
78217	327065	2858
78219	327689	1927
78220	324642	4395
78223	327801	12587
78224	327802	13081
78226	327799	2600
78228	327806	1881
78229	327772	13888
78231	327753	15373
78232	327766	13235
78233	327753	2712
78234	327832	13081
78235	327829	3051
78241	327832	15291
78243	327848	15224
78244	327848	15224
78247	327833	14495
78248	327549	15135
78250	327857	824
78252	327832	14920
78253	327239	15502
78254	327239	1731
78255	327833	14495
78257	327239	14862
78258	327239	14870
78259	327239	1735
78260	327834	14108
78261	327832	3173
78263	327897	13670
78264	327909	15084
78266	327909	15744
78267	327832	3172
78268	327909	15749
78269	327922	15134
78270	327905	13244
78271	327909	15635
78272	327927	15305
78273	327832	12511
78274	327909	15249
78275	327913	12589
78276	327925	15084
78277	327499	2701
78278	327909	15419
78279	327917	13868
78280	327832	12513
78282	327947	15703
78283	327832	12974
78284	327917	1731
78285	327938	15323
78287	327938	2858
78288	327936	2858
78290	327946	15753
78291	327936	2015
78292	327979	1881
78293	327977	14082
78294	327936	1816
78295	327981	15789
78297	327499	14071
78300	327996	13873
78301	327936	2858
78302	327996	13873
78303	328003	15535
78308	328017	18
78310	327996	2944
78314	328025	13782
78316	328003	15535
78317	328003	15535
78318	327946	15772
78319	328017	14051
78321	328001	6051
78322	328034	4249
78323	328034	13853
78328	328028	13796
78331	328003	1875
78332	328001	2316
78335	328034	4332
